"主管機關","地區","熱點名稱","地址","緯度","經度"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-B2區機房門前緊急照明燈右側柱面(採購科上方)","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-B2工務處研討室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-B區機房門前緊急照明燈左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-CoffeeShop左邊(靠玻璃鋁門)柱子上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-D1區機房門對面牆壁插頭上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-F區2樓機房門前緊急照明燈左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-F區機房門前緊急照明燈左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-三樓理髮廳前方右側柱子","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-使用管理課內左邊第一支緊急照明燈上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-副縣長室進門左邊第一張桌子上面緊急照明燈上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-勞工處大辦公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-土木課門右邊緊急照明燈左側","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-地政處-土地開發科","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-宜蘭縣政府戶外型-建設科使管科-外牆","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-宜蘭縣政府水利科","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-工務處-建築工程科","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-工商旅遊處-觀光行銷科-大辨公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-建設局建築管理課門內左邊柱子上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-往主任秘書室走道鐵捲門控制箱旁右側柱子","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-政風處-副處長室(處長室)","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-政風處-預設預防科-大辦公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育局學務管理課左邊窗戶旁緊急照明燈上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育處-副處長室(督學室)","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育處-國教及特教科-大辦公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育處-學管及課發科-大辦公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育處-終學及體健科","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-教育處-處長室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-文康中心室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-文書課發文室門前左邊緊急照明燈上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-檔案室內門上緊急出口燈上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-民政處-自治事業科","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-民政處-自治行政區門前右邊木頭門上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-民政處廁所上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-水利課前走廊擴播啦叭左側","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-為民服務中心公用電話背面牆印表機上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-秘書室-法制科(外緊急照明燈)","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-秘書處處長室面的緊急出口招牌旁","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第一會議室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第三會議室外面陽台最右邊與走道相連柱子上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第三會議室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第二會議室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第二研討室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第五會議室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第五研討室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-第八研討室室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-縣史館地下室A","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-縣史館地下室B","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-縣長室前辦公室四張連桌下","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-縣長室大會議室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-計劃處-大辦公室及研討室區","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-計畫室副處長辦公室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-計畫處處長室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-議員連絡室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-財政局庫款支付課內門左邊柱子上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-財政處-菸酒管理科訪談室","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-農業局長室前右邊柱子擴播啦叭右側","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-農業輔導課前走廊緊急照明燈左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-農業輔導課旁走廊外(監視器旁探照燈上方)","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-選委會會議室內","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-選委會辦公室門上方","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-面對主計處副處長室左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-面對勞工處處長室左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府-面對記者休息室最左側柱面","260宜蘭縣宜蘭市縣政北路1號","24.7324100","121.7631910"
"宜蘭縣政府","宜蘭縣","宜蘭縣警察局宜蘭分局進士派出所","260宜蘭縣宜蘭市縣政北路5號","24.7311240","121.7616680"
"法務部","宜蘭縣","臺灣宜蘭地方法院檢察署1樓等候區","260宜蘭縣宜蘭市縣政西路3號","24.7280530","121.7592590"
"宜蘭縣政府","宜蘭縣","衛生局-長照大樓-1F","260宜蘭縣宜蘭市聖後街141號","24.7586400","121.7546900"
"宜蘭縣政府","宜蘭縣","衛生局-長照大樓-2F","260宜蘭縣宜蘭市聖後街141號","24.7586400","121.7546900"
"宜蘭縣政府","宜蘭縣","宜蘭縣消防局","260宜蘭縣宜蘭市舊城南路1號","24.7548740","121.7551820"
"財政部","宜蘭縣","臺灣銀行宜蘭分行","260宜蘭縣宜蘭市舊城南路50號","24.7549470","121.7514430"
"經濟部","宜蘭縣","台電公司宜蘭區處服務中心營業廳","260宜蘭縣宜蘭市舊城西路111號","24.7600090","121.7503180"
"財政部","宜蘭縣","台灣菸酒宜蘭酒廠紅麴大街","260宜蘭縣宜蘭市舊城西路3號","24.7569581","121.7495290"
"交通部","宜蘭縣","宜蘭西後街郵局","260宜蘭縣宜蘭市西後街2-1號","24.7555890","121.7513170"
"勞動部","宜蘭縣","行政院勞動部勞工保險局宜蘭辦事處洽公櫃台","260宜蘭縣宜蘭市農權路三段6號","24.7487331","121.7430310"
"宜蘭縣政府","宜蘭縣","宜蘭縣宜蘭市育才國小行政大樓一樓牆面朝進士路","260宜蘭縣宜蘭市進士路8號","24.7337260","121.7372540"
"交通部","宜蘭縣","宜蘭縣蘇澳鎮中山路二段359號","261宜蘭縣頭城鎮下埔里下埔路4-8號","24.8439040","121.8085628"
"內政部","宜蘭縣","內政部警政署國道公路警察局第九警察隊","261宜蘭縣頭城鎮二城里青雲路一段82-1號","24.8381730","121.7907540"
"宜蘭縣政府","宜蘭縣","頭城海水浴場","261宜蘭縣頭城鎮協天路400號","24.8523680","121.8283660"
"交通部","宜蘭縣","頭城郵局","261宜蘭縣頭城鎮城北里民鋒路15號","24.8585080","121.8231600"
"交通部","宜蘭縣","臺鐵局頭城站候車大廳","261宜蘭縣頭城鎮城北里纘祥路59號","24.8589514","121.8225430"
"交通部","宜蘭縣","臺鐵局頭城站候車室","261宜蘭縣頭城鎮城北里纘祥路59號","24.8590280","121.8224990"
"交通部","宜蘭縣","臺鐵局外澳站月台候車區","261宜蘭縣頭城鎮外澳里濱海路二段217號","24.8837371","121.8435281"
"交通部","宜蘭縣","臺鐵局大溪站候車室","261宜蘭縣頭城鎮大溪里濱海路五段63號","24.9384230","121.8898730"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局大里派出所","261宜蘭縣頭城鎮大里路94號","24.9641600","121.9214010"
"宜蘭縣政府","宜蘭縣","大里消防分隊","261宜蘭縣頭城鎮大里里濱海路六段100號","24.9447530","121.9031910"
"交通部","宜蘭縣","臺鐵局大里站候車室","261宜蘭縣頭城鎮大里里濱海路六段326號","24.9668210","121.9225220"
"宜蘭縣政府","宜蘭縣","宜蘭縣立頭城國中總務處外牆面","261宜蘭縣頭城鎮復興路145號","24.8643220","121.8210410"
"宜蘭縣政府","宜蘭縣","宜蘭縣立人文國民中小學體育館與籃球場","261宜蘭縣頭城鎮文雅路150號","24.8609540","121.8198580"
"宜蘭縣政府","宜蘭縣","頭城鎮衛生所","261宜蘭縣頭城鎮新興路304號","24.8567240","121.8204720"
"交通部","宜蘭縣","臺鐵局龜山站候車室","261宜蘭縣頭城鎮更新里濱海路三段261號","24.9048140","121.8689370"
"宜蘭縣政府","宜蘭縣","宜蘭縣頭城烏石港遊客服務中心","261宜蘭縣頭城鎮港口路15之30號","24.8694230","121.8347630"
"宜蘭縣政府","宜蘭縣","頭城烏石港遊客服務中心","261宜蘭縣頭城鎮港口路15之30號","24.8694230","121.8347630"
"交通部","宜蘭縣","大里遊客中心","261宜蘭縣頭城鎮濱海路七段11號","24.9694280","121.9240700"
"宜蘭縣政府","宜蘭縣","宜蘭縣頭城鎮大里國小教師宿舍一樓","261宜蘭縣頭城鎮濱海路七段65號","24.9703160","121.9265390"
"交通部","宜蘭縣","頭城大溪港郵局","261宜蘭縣頭城鎮濱海路五段153號","24.9392070","121.8912290"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局大溪派出所","261宜蘭縣頭城鎮濱海路五段187號","24.9396730","121.8922810"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局褔成派出所","261宜蘭縣頭城鎮福城里宜三路二段439號","24.8638000","121.8072030"
"宜蘭縣政府","宜蘭縣","頭城鎮公所-1F","261宜蘭縣頭城鎮纘祥路88號","24.8596490","121.8233160"
"宜蘭縣政府","宜蘭縣","頭城鎮公所-2F","261宜蘭縣頭城鎮纘祥路88號","24.8596490","121.8233160"
"宜蘭縣政府","宜蘭縣","頭城鎮公所-觀光產業發展所","261宜蘭縣頭城鎮纘祥路88號","24.8596490","121.8233160"
"宜蘭縣政府","宜蘭縣","頭城鎮圖書館-1F櫃檯後方柱子上","261宜蘭縣頭城鎮開蘭路1號","24.8549260","121.8219150"
"宜蘭縣政府","宜蘭縣","頭城鎮圖書館-1F辦公室外","261宜蘭縣頭城鎮開蘭路1號公所聯絡人)","24.8549260","121.8219150"
"宜蘭縣政府","宜蘭縣","頭城戶政事務所","261宜蘭縣頭城鎮開蘭路281號","24.8628500","121.8264600"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局頭城分駐所","261宜蘭縣頭城鎮開蘭路283號","24.8625740","121.8267940"
"宜蘭縣政府","宜蘭縣","頭城消防分隊","261宜蘭縣頭城鎮開蘭路285號","24.8626670","121.8268450"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局二城派出所","261宜蘭縣頭城鎮青雲路一段145號","24.8388100","121.7930520"
"宜蘭縣政府","宜蘭縣","蘭陽博物館-1F行政區保全台上方","261宜蘭縣頭城鎮青雲路三段750號","24.8692330","121.8331160"
"宜蘭縣政府","宜蘭縣","蘭陽博物館-1F辦公室門口旁","261宜蘭縣頭城鎮青雲路三段750號","24.8692330","121.8331160"
"宜蘭縣政府","宜蘭縣","蘭陽博物館-2F辦公室圖書室內","261宜蘭縣頭城鎮青雲路三段750號","24.8692330","121.8331160"
"宜蘭縣政府","宜蘭縣","蘭陽博物館大廳","261宜蘭縣頭城鎮青雲路三段750號","24.8691530","121.8331190"
"宜蘭縣政府","宜蘭縣","蘭陽博物館展示廳","261宜蘭縣頭城鎮青雲路三段750號","24.8691530","121.8331190"
"宜蘭縣政府","宜蘭縣","宜蘭縣二城驛站遊客中心","261宜蘭縣頭城鎮青雲路二段200號","24.8437610","121.8043900"
"宜蘭縣政府","宜蘭縣","頭城二城驛站遊客中心","261宜蘭縣頭城鎮青雲路二段200號","24.8437610","121.8043900"
"交通部","宜蘭縣","頭城頂埔郵局","261宜蘭縣頭城鎮青雲路二段299號","24.8454340","121.8071060"
"宜蘭縣政府","宜蘭縣","宜蘭縣頭城鎮竹安國小行政大樓一樓牆面","261宜蘭縣頭城鎮頭濱路一段601號","24.8250860","121.8207840"
"宜蘭縣政府","宜蘭縣","宜蘭縣警察局礁溪分局","262宜蘭縣礁溪鄉中山路二段157號","24.8271700","121.7740380"
"交通部","宜蘭縣","礁溪湯仔城郵局","262宜蘭縣礁溪鄉中山路二段196號","24.8272660","121.7744840"
"宜蘭縣政府","宜蘭縣","礁溪鄉公所-1F","262宜蘭縣礁溪鄉中山路二段3號","24.8236260","121.7714310"
"宜蘭縣政府","宜蘭縣","礁溪鄉公所-2F","262宜蘭縣礁溪鄉中山路二段3號","24.8236260","121.7714310"
"宜蘭縣政府","宜蘭縣","礁溪鄉公所-新大樓","262宜蘭縣礁溪鄉中山路二段3號","24.8236260","121.7714310"
"宜蘭縣政府","宜蘭縣","宜蘭縣五峰旗風景特定區","262宜蘭縣礁溪鄉五峰路","24.8291960","121.7552060"
"宜蘭縣政府","宜蘭縣","礁溪五峰旗風景區","262宜蘭縣礁溪鄉五峰路","24.8291960","121.7552060"
"宜蘭縣政府","宜蘭縣","宜蘭縣礁溪遊客服務中心","262宜蘭縣礁溪鄉公園路16號","24.8313380","121.7760010"
"宜蘭縣政府","宜蘭縣","礁溪溫泉公園","262宜蘭縣礁溪鄉公園路16號","24.8313380","121.7760010"
"宜蘭縣政府","宜蘭縣","礁溪遊客服務中心","262宜蘭縣礁溪鄉公園路16號","24.8313380","121.7760010"
"交通部","宜蘭縣","礁溪四城郵局","262宜蘭縣礁溪鄉吳沙村站前路19號","24.7869590","121.7622090"
"交通部","宜蘭縣","臺鐵局四城站候車室","262宜蘭縣礁溪鄉吳沙村站前路24號","24.7868260","121.7627500"
"宜蘭縣政府","宜蘭縣","礁溪鄉圖書館-櫃檯後方","262宜蘭縣礁溪鄉大忠村礁溪路四段23之10號","24.8171940","121.7680380"
"宜蘭縣政府","宜蘭縣","礁溪鄉圖書館-電腦桌下方","262宜蘭縣礁溪鄉大忠村礁溪路四段23之10號","24.8171940","121.7680380"
"交通部","宜蘭縣","臺鐵局礁溪站候車室","262宜蘭縣礁溪鄉德陽村溫泉路1號","24.8271000","121.7753570"
"宜蘭縣政府","宜蘭縣","礁溪消防分隊","262宜蘭縣礁溪鄉德陽路2號","24.8271050","121.7736680"
"宜蘭縣政府","宜蘭縣","宜蘭縣溫泉溝公園","262宜蘭縣礁溪鄉德陽路99之11號","24.8266250","121.7707440"
"宜蘭縣政府","宜蘭縣","礁溪溫泉溝公園","262宜蘭縣礁溪鄉德陽路99之11號","24.8266250","121.7707440"
"行政院農業委員會","宜蘭縣","行政院農業委員會林務局羅東林區管理處礁溪工作站","262宜蘭縣礁溪鄉玉石村忠孝路127號","24.8328180","121.7740920"
"宜蘭縣政府","宜蘭縣","礁溪龍潭湖風景區","262宜蘭縣礁溪鄉環湖路","24.7926960","121.7398020"
"宜蘭縣政府","宜蘭縣","宜蘭縣龍潭湖風景特定區","262宜蘭縣礁溪鄉環湖路1號","24.7939030","121.7391590"
"交通部","宜蘭縣","高速公路局北區工程處頭城工務段","262宜蘭縣礁溪鄉白雲村渭水路1號","24.8306910","121.7913380"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局四城派出所","262宜蘭縣礁溪鄉礁溪路一段157號","24.7878000","121.7614660"
"宜蘭縣政府","宜蘭縣","特種消防分隊","262宜蘭縣礁溪鄉礁溪路七段86號","24.8366370","121.7868640"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局三城派出所","262宜蘭縣礁溪鄉礁溪路三段195號","24.8101720","121.7670240"
"宜蘭縣政府","宜蘭縣","礁溪省道沿線礁溪路A","262宜蘭縣礁溪鄉礁溪路五段","24.8278880","121.7725440"
"宜蘭縣政府","宜蘭縣","礁溪省道沿線礁溪路C","262宜蘭縣礁溪鄉礁溪路五段","24.8278880","121.7725440"
"宜蘭縣政府","宜蘭縣","礁溪鄉戶政事務所","262宜蘭縣礁溪鄉礁溪路四段126號","24.8212790","121.7695640"
"宜蘭縣政府","宜蘭縣","礁溪鄉衛生所","262宜蘭縣礁溪鄉礁溪路四段126號B1樓","24.8208140","121.7696070"
"交通部","宜蘭縣","礁溪郵局","262宜蘭縣礁溪鄉礁溪路四段130號","24.8216250","121.7699080"
"宜蘭縣政府","宜蘭縣","宜蘭縣礁溪鄉礁溪國小行政大樓二樓牆面朝礁溪路","262宜蘭縣礁溪鄉礁溪路四段135號","24.8278710","121.7700580"
"宜蘭縣政府","宜蘭縣","宜蘭縣立礁溪國中行政大樓二樓牆面朝礁溪路四段","262宜蘭縣礁溪鄉礁溪路四段23號","24.8166730","121.7667100"
"宜蘭縣政府","宜蘭縣","宜蘭縣立吳沙國中新校舍演藝廳下方之風雨教室空間","262宜蘭縣礁溪鄉育英路79號","24.7856630","121.7590500"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局龍潭派出所","262宜蘭縣礁溪鄉龍潭村大坡路134號","24.7799190","121.7405730"
"宜蘭縣政府","宜蘭縣","壯圍鄉衛生所","263宜蘭縣壯圍鄉中央路二段290號","24.7470240","121.7866360"
"宜蘭縣政府","宜蘭縣","創創新村壯圍","263宜蘭縣壯圍鄉中央路二段358號","24.7438690","121.7898630"
"宜蘭縣政府","宜蘭縣","壯圍鄉圖書館-1F諮詢台後方","263宜蘭縣壯圍鄉中央路二段358號公所資訊)","24.7489800","121.7875290"
"宜蘭縣政府","宜蘭縣","壯圍鄉圖書館-2F藝文教室外牆柱上","263宜蘭縣壯圍鄉中央路二段358號公所資訊)","24.7489800","121.7875290"
"宜蘭縣政府","宜蘭縣","宜蘭縣壯圍鄉古亭國小體育館一樓牆面朝古亭路","263宜蘭縣壯圍鄉古亭路81號","24.7764480","121.7971800"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局壯圍分駐所","263宜蘭縣壯圍鄉古結村壯五路158號","24.7462210","121.7864210"
"宜蘭縣政府","宜蘭縣","壯圍消防分隊","263宜蘭縣壯圍鄉壯五路156號","24.7462200","121.7863950"
"宜蘭縣政府","宜蘭縣","壯圍戶政事務所","263宜蘭縣壯圍鄉壯五路260號","24.7464050","121.7859470"
"交通部","宜蘭縣","壯圍郵局","263宜蘭縣壯圍鄉壯五路327號","24.7467551","121.7844360"
"宜蘭縣政府","宜蘭縣","壯圍鄉公所-1F","263宜蘭縣壯圍鄉壯志路1號","24.7471040","121.7857220"
"宜蘭縣政府","宜蘭縣","壯圍鄉公所-2F","263宜蘭縣壯圍鄉壯志路1號","24.7471040","121.7857220"
"宜蘭縣政府","宜蘭縣","宜蘭縣壯圍鄉大福國小行政大樓川堂二樓牆面朝大福路一段","263宜蘭縣壯圍鄉大福路一段62巷26號","24.8017280","121.8139090"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局美城派出所","263宜蘭縣壯圍鄉大福路三段38號","24.7775820","121.7875260"
"宜蘭縣政府","宜蘭縣","宜蘭縣壯圍鄉壯圍國中莊園樓三樓logo燈下","263宜蘭縣壯圍鄉富祥路588號","24.7549380","121.7882540"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局大福派出所","263宜蘭縣壯圍鄉忠孝村壯濱路六段200號","24.8001640","121.8168400"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局忠孝派出所","263宜蘭縣壯圍鄉順和路77號","24.7643040","121.8031580"
"宜蘭縣政府","宜蘭縣","礁溪省道沿線礁溪路B","263宜蘭縣礁溪鄉礁溪路五段","24.8278880","121.7725440"
"交通部","宜蘭縣","員山內城郵局","264宜蘭縣員山鄉內城村榮光路353號","24.7211650","121.6879260"
"國軍退除役官兵輔導委員會","宜蘭縣","臺北榮民總醫院醫療大樓一樓門診掛號區","264宜蘭縣員山鄉內城村榮光路386號","24.7216430","121.6878870"
"宜蘭縣政府","宜蘭縣","宜蘭縣立榮源國中行政大樓二樓牆面朝校門方向","264宜蘭縣員山鄉內城路545號","24.7186250","121.6878160"
"宜蘭縣政府","宜蘭縣","員山鄉圖書館-1F右","264宜蘭縣員山鄉員山村復興路20號","24.7449460","121.7226520"
"宜蘭縣政府","宜蘭縣","員山鄉圖書館-1F左","264宜蘭縣員山鄉員山村復興路20號","24.7449460","121.7226520"
"行政院農業委員會","宜蘭縣","林務局羅東林區管理處員山生態教育館","264宜蘭縣員山鄉員山路一段163號","24.7460390","121.7279070"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局員山分駐所","264宜蘭縣員山鄉員山路一段205號","24.7452570","121.7267370"
"宜蘭縣政府","宜蘭縣","員山消防分隊","264宜蘭縣員山鄉員山路一段207號","24.7451800","121.7265440"
"宜蘭縣政府","宜蘭縣","員山鄉戶政事務所","264宜蘭縣員山鄉員山路一段207號2樓","24.7450770","121.7268310"
"交通部","宜蘭縣","員山郵局","264宜蘭縣員山鄉員山路一段299號","24.7438060","121.7244150"
"宜蘭縣政府","宜蘭縣","員山鄉公所-1F","264宜蘭縣員山鄉員山路一段322號","24.7434550","121.7233040"
"宜蘭縣政府","宜蘭縣","員山鄉公所-1F清潔隊","264宜蘭縣員山鄉員山路一段322號","24.7434550","121.7233040"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局內城派出所","264宜蘭縣員山鄉員山路二段235號","24.7150870","121.6954300"
"經濟部","宜蘭縣","自來水公司深溝給水廠","264宜蘭縣員山鄉員山路二段236號","24.7206090","121.7058350"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局大湖派出所","264宜蘭縣員山鄉大安路120號","24.7434000","121.6973460"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局惠好派出所","264宜蘭縣員山鄉尚惠路63號","24.7293220","121.7291520"
"宜蘭縣政府","宜蘭縣","員山鄉衛生所","264宜蘭縣員山鄉復興路2號","24.7444270","121.7243180"
"宜蘭縣政府","宜蘭縣","宜蘭縣員山鄉員山國小創新樓二樓牆面朝復興路","264宜蘭縣員山鄉復興路39號","24.7453940","121.7220300"
"宜蘭縣政府","宜蘭縣","宜蘭縣政府警察局枕山派出所","264宜蘭縣員山鄉永同路三段18號","24.7589850","121.7187870"
"宜蘭縣政府","宜蘭縣","殯葬管理所","264宜蘭縣員山鄉湖東村蜊埤路27號","24.7554350","121.6997970"
"宜蘭縣政府","宜蘭縣","宜蘭縣員山鄉大湖國小家長接送區牆面","264宜蘭縣員山鄉蜊埤路55號","24.7480980","121.6915010"
"交通部","宜蘭縣","羅東西門郵局","265宜蘭縣羅東鎮中山路四段235號","24.6729710","121.7584920"
"行政院農業委員會","宜蘭縣","林務局羅東林區管理處羅東林業文化園區","265宜蘭縣羅東鎮中正北路118號","24.6842170","121.7721410"
